customer_id,record_Number,customer_number,customer_name,customer_surname,customer_address,customer_zip_code,customer_national_id,customer_birth_date
01JAQ4XH5R80WF8ZADZSVX9MGA,11,19ca34ba7b4883fda10e4737830296f136704b19,1fd9dd0451b69f09116fc224c52006ba1a3ebc76,0ecb9c96ce72d484ed860a72b92b011418355caf,af13ca2b9d90a5c2d59c9b5a10ed0bbac9a8f785,07ac42cd6372a4f3f10f6c40ac7e1fbb89cc3ed1,e780738f9762c8bbbceae877851f1faf1bfa1b25,2/11/2023
01JAQ4XH5S5ZX9AY24HK9RFWC9,12,5bb00c40c467863950949aa06add013bcd807304,6edd1d837149e66e1d6c2f4657fa80a12bc14102,45925680d23509ea173f2ad5f66746ee9c00b95a,71c2642dfa95bf3c52aa7ea3bb3392f6dd4791ac,5af7e1b9126b420225396081d59137a0e245b1f1,2f278e300654ca45718f47f322e87af9f6ea7ba0,12/5/2022
01JAQ4XH5VN2HKRRB5V06AV74R,13,c5e781e3f0cbb68af7189b817e1af4691bd81c91,adb005aa6c1f69cbb327055771871cfcafeb97b0,bb3ab4494dff41f7c5f7ea1ec1659e8f4dcfcd31,00e3d9da42bccc99b08a1de4a08a7f3a3693837b,962ca0cb2771737ea4d356fd1bbf4fbcf09c33a2,f22210432f2c8e81de8c47300e9321b70a088b7a,1/23/1963
01JAQ4XH5W5GZG6FN77X4AC6ST,14,2ca1a7b2da2fb8d6dd7d837fbf713269fd6c3906,b0ba9de0b4e7e5cc6c2bc73e663749fe71721db5,6dc5700b8758c8c4186640c081f03b06471a0706,f02dd7f4566dc5945c8131494711404c5b239ad7,824ff7ec8a5d600c74074cc949c8d0cf6254a1b5,4f37466a39904fdacb46b3d5cd43cf660279f7f2,5/10/1985
01JAQ4XH5XPT7XJZBEEWBBFF9W,15,9e06712aaa28c699e990f784a2fa8f1bef8e37f9,1b5764aae2d692e8a6805544c23af06d893b50fa,d22658132b9d7b1cb064bc88c233330803978075,3189c5eaf5aa7db748b1e1a5cd15f0ae1963fb14,6f873ab359b9e820e17ddb62f3c72c1869123619,c442d4c7ac94e6576e02a82b5ef2721a18e0e0e4,10/22/1967
01JAQ4XH5YGTYYSMXP3EBR0NHB,16,2ef19ef8996f5556107014c5658205b37af1db66,55135f623f929872c30df001710da396669b0727,058b63e370fd4f5c88f133a5aa77ae79a792b54f,e5968d180e349526355377aa36e97a4457347e78,cbd1e10e56b69ad915a01d76a5bc9cdef4f292aa,2e77d77de536b1a6cffe7ad572fcbbd7d31a7cf7,4/8/2009
01JAQ4XH5ZKVT9Q3V6J2W71CAF,17,ba511e50b883e919165b30ba9a9c557bf723186f,5292032e6504ffc82b1d109d7f9e3f429b27f551,9f8afaffdc4e95d049e98096ffcebbde835a2896,cd7eecb1ef40cd9b1a2fb7939bdb987dcc48d8d4,aece8c7e6c3e49d975994a28b94499347a1718cf,6c2f02d5d80b290d33e797a4b1d2bf1f1b6a5e1c,4/23/1968
01JAQ4XH60QGH2QVSY67K2HDY8,18,fbd63ffb19ca5ba3ddf54f957313370db808b48d,989a4cf5a9f7146187071560eb192ad64d99183b,e5c940cd79f44f01d37d97c8d06b6b35712d60e8,3715f1ad6ee68f56f14a9f5ec51a921458d3f8c8,c1cf8bac7408b41b850563668723c75a4d7f027b,13a3e24cd3f404660388156ff7a77bef9caf3b18,12/4/1998
01JAQ4XH61TWN9YVRDME58KB9X,19,79565ded44ead9a11f3c951248b4480473a22d39,2d6038a4b36a9a39f7f7f1f5358ad47b8d3253bf,f0e4dbf99d987388c1f14c70ebdf80cab6da6667,454fd4ab481a2b7bb21a9cc8aa78d7a27c72f43c,334db9fc400c37236664e1561a8da5560d8c8af4,34f23da795ee9197d90d3b33fbcbc135511f9c78,7/7/2021
01JAQ4XH625SFNRGFNDGBEDQTT,20,db1038e4a2a96cc5812293d9d25f407bc06db258,1bf979ffc9eb931594d9c819dc5914ee31ad307c,c0e52c321a8ba56e92963f096bdbf1dc7c626c35,ca9a5e4e09d17bdd76dd53fdd0642d07f43d25df,1881c66f3d4ed229143f5499adb5a612eef95ebc,6f53864a768cc8cb32481f673bd0ef9c10cebe65,8/23/2005
01JAQ4XH64CR6TW07ZSXB6A565,21,8c5c2eb19ba8d856e8e2e5f89d93f2c5a7598741,aa1233d8ac83bda9d6e29436c2978be864d1d272,6f44255e70a93304d9b7258f8c4415cf01da8a96,1b8bd2ffbd7ff5fa8f2ffd350fcf4775fde2050e,fbcbb595d7d3214481982a96c0fb1300ea96947c,bbbec1e99481d19de5d1ce38f982dd023863789f,1/22/1960
01JAQ4XH658NSRC5T30PV72DQS,22,bca5f56823cad465e0aacf72885903a89d837bb8,c2a97e52caa5ef0c69fd2d93ef3e1a3752a50408,1c660a03012f8d7df6b6900400a3e2546af53817,29c50bc890c297651d32381b3d6f68c79b0e5ca5,f9ee8c3bdab4f06cba0775c2a89824c546610810,bb59308951822ae5c8350bbc8ae6348d2b731f4b,8/5/2021
01JAQ4XH66B5MP7JG4ND2E0RYT,23,5f71d4c3d97960aaac2b183a9830f3b938c2c18a,c0522bdaea8fad09409268b3258a6d16aa9918a1,5751a91557c1a481dfd295f8b087f3ab2e586479,2047895f10493230a321a0a6db417a4851ffe7c0,f17d80d6ad70f9242efa85d704460053c4554e77,730b53deb62698b8f7b8ddf17ecda84bb0a89684,8/7/1998
01JAQ4XH6769YD70RQH190F7BC,24,1e1a0e85ba8c4d4b83a2fb6f5da032a63518db7f,9cafbc2e076b1ec859bf4e6b9b8d9e2bb24b0902,3475bf5dca6ee7776526c16f51a71d7e1f4cd299,799180c081881287164bdbe9b93839faab9fea9e,1ac34a63e831b0f56b2ecee37df97941c2e678f3,3f44e70ede6a5b738c3e603ee19e4a8c8a81c390,2/4/1964
01JAQ4XH68113E0XCFJ0AT0V6M,25,c97bcd68908d83136fff9a2dc250d3e74b5947ef,e0044cf28d28e780614fdcafa4d30be3ef85e1e6,a7090c3df063015c63539a40c8e4942784ae2db8,51ec4107c00bbc8950cdb77f9f57a1f12c50bf50,105f37e26889c55819a1b5d30d49a1c02791de12,175d836a93220fb1a7197544de492ed6c3bdc42a,3/4/1954
01JAQ4XH69V8PB8AK9WC07R1HA,26,d3f41e95d87dfbd5619dc159423f09a7ce3ac5db,b45429f309b0dfb618a2b9d9d59f46a705e456bd,29c2ea7abf373943cea0de2eb6f578eac6d2ec35,d4d2eaa2093262508561a18bd93b46e2afa562b5,c846abbf17154d9a89a3d178dee2a496d3015331,d80aa362a8af5721c4ebc087b4f1362ca6710eee,4/8/2024
01JAQ4XH6AZRXMZ2DAYPY4KPAF,27,ab13d92d23ce052eba517c32f6076337ca0668ae,a946ab5c6bb04fdd85923c15304cc76ee9ccce85,ba26b00e9e1ff3880054db648c05c5dd7190ea1c,8024d5939a641fb60ff1fe642245e2d367c37963,3c90654fcd1c0006fa6785f16cd5187e2b36c181,1079a6cb2bf096b9bac69d33c65e43dd3f22403d,6/26/1965
01JAQ4XH6BM0DVGTDPDWD4Z28K,28,616b3bc35ee6ee3017d9117906cc57299109e1fc,438f92f34e011d91286775de4728fa427d3276b5,aac9b3d5659258c43e7e2025addcd071876dbf71,440dc17943917e7e6f440d3cfb7ac225f6c44132,4b38013987ab90edca1147ce2874c6c8130a4ae1,4746519c864c91af8860e9d418487efc8b6bbb0c,7/28/1958
01JAQ4XH6CTYVDKMJHFA2ZCCES,29,4b6404c6e185cbea32d26905fa7f8338a5d3406c,01ef70f3987ef2c8c98235fe5bca989e55e0cca6,b67555748d056deec57a838e32329ea436461ff6,d737a90ee0720475f9cefdd5dd6c20268e21c918,1ba118512464713c2a804d55ecb98c64b1979793,48cb537ecb37e3ef2164556bfced520447f3edcb,11/22/1964
01JAQ4XH6CMR56W5VJ0HFTW72F,30,b42dfadad3e4f0751c628f6ad31a2ff21bfc465b,488240753579361ec12e627f253205c4225d9700,8a722be5f3d3ccf41bf6da6351a7ccebf52267f2,a988d5da9da231cb3b606407b260fb718e9ba857,59cecbcfc7ba4246a2d7814110e83770170051b5,cd2a4446cf9bd62e178064597bc6f687bf41853c,12/30/2022
01JAQ4XH6DV4N419PBRPQSX7QP,31,4e6480ff4397406eac7795498d08a359f83e7589,67dd6c88f567f6997313fa05198c09d493948a83,1343b07fc6013b732c447268ef66349eb9294d64,db0e9cdcde125ae95751afc990e594da71ac0dd6,22d495659774683b645c99cbe1df78a4c4600789,4416c6f2966e63cb7857db64f3bf8fc7628bdcc1,5/25/1988
01JAQ4XH6EPT33VTM32P8WV14K,32,5addeaf4fe43843319adfa15911125b4a601faca,f22c24618f2de7dab033415d8e655d6eba9b5388,0b978bac908b373b7ebc13304ea0f6dd140af5aa,a347ed2e3304ac6b1f055760ccf7050b014fd42a,eb9bf4baa7c28ac25b68aae9a90dbfa65811381d,4a4f42c9810c874159c5f6afdab9d71da1dc8ea1,4/12/1984
01JAQ4XH6F7AW29YFVG63MCGM3,33,d98d2d11dd79b774b4cb5016e6fabf555fda2036,bef2037c54d47fd184b7042e64276869c4c005ec,5c739f19c302e00266d8957e41a2b9136248d42c,7856bdd1d96230eea889393be27eb52a13d35eba,e5ed2f7b5211a39abf067ef0444f763a33f26f22,ea3b39e53cb6f1d67c09ffcfc55ba5639f77b4f9,8/2/2024
01JAQ4XH6GAKNYHWR2NPC0TX02,34,a8afd063185d6c308e0339c01f5511fb8385e72a,dbd1369ca2dae162fcab90f7bfed3a60938b9c01,2fa010eca96f5b777bc2dd2b823977325c82731a,74b156866df92a16f123fb99f3e55e2cb91d2668,c06d2d5cad65d646d8c72bc8ff6c4ce10493f89c,007be64947562f3a2503e5778dd8d5fda8c90abf,12/3/1971
01JAQ4XH6H609FNS8V6JM2G37Q,35,732e67c885767cbe2b7c72044b82a2f083d1e7e2,579c9532ed96a942a48d667d52a1c325c11d6338,a106b1edc4f916b4dae40ad7e8ef18f866c4cd47,d1ce8b4fc763e91a88e7459887e2caac4853d677,2d5d71e08643f6f4cba5405457d2992f4e97d75f,c6ca3dadf9d6be7004775105ac7aae03d2a99822,6/6/2006
01JAQ4XH6H7ZK680VK80023NP2,36,6d495dd1bae3311655aca0c2c425e13813b40a12,9580280c51bfd67de84a9f428a50df0b99918a70,e8359afa9128085e50a13afc820d23b92e44e836,6a4c72aea52e1574178e433f9d5c6c6e7f588c87,f0a7c65b4c23e13cf3e952c99473c5ffc6b7c517,f5a2b648cfd7f678a8cfed58e3956915bb642ffd,9/19/1963
01JAQ4XH6JKY8G0FHEN7SNF2RN,37,86bceca2dd368e8ae3eebf82beb1618eefdbfbf0,3752dd20fbe9a793038ce9d50e72547a9e576095,f1dcbf358df9bc5375b5d838be062ba2c5141516,e9f3b614722e5d5e660c9eee1d54e561fabebaeb,d0d6bc94a94b41c47f09260d8450b187c6b6e12e,a03b678cfb8094ac07c30df673b40a26df2f74ed,11/5/1978
01JAQ4XH6JKCW2DKQ7YZKW11FY,38,847c8e6ebcf9273367905da111c3ac1bba8b79e2,ff3c7d6f5893ba9b3cd219835be220e256867e5c,865c3657bf8c9face5a042022c446ac54d7cb1d9,a864737a3041600ea4551a43198dc85aa14e2c87,0a2a31497fcd789cf95e86a4496ccb9459203825,4410334e07aae84e7c95848ea7f279e0756d5219,11/11/1966
01JAQ4XH6K5PXMCXMN4XBTXEWP,39,5986286421c0aa5a4c18c5ed142edcadc37cde11,c7540bd58d181e99574033826490a948031bf870,ec5342d5bbd5d010385df629ec0705e372163c40,86c31790bfe52b82031f1eb89595f536a99cb571,00d8dcecb14ecfe0d8e48fda298a283615538d1c,0e4ce4ea716113d703fb7bea76ccf84a79948030,9/12/1977
01JAQ4XH6K6NB6T1THNR7GRCBX,40,3d58d98fea26a9d02ddb01ff794732fcb2aeb657,e6dfb2e9243fc6b32a3dfee822c509ed3216865f,bc8dc7dc269990769f30b6c599b450917d541427,a8ff028c1b745f45946dfc66c3461b710df009c9,e7a527227a473e3c192fbcba4c6a5e23abcbcf05,776ffba9fd7850b07b96515fd03fd97dcc56a9a4,1/20/1956
01JAQ4XH6K9W2X7RE08ZQ00JTN,41,c493285cf1e9b6c0146490691eb9c64b55dd5567,c16af8df4463d869785ec9625828dbfc4295d342,2975c19dcca1f70bc8cff3a0a24e1d7594dc3d33,eb83b255aee909bd5cc24e659c48df77d7527cdc,fa0d6e70f077b1cabb8256af2f0fd6e5a30eea56,d951fa0d85ceee2695820f0d8443b7cae7a10348,11/8/1994
01JAQ4XH6M43KBD1791QG4D1Z0,42,0db04e1b51c180dccae918f6a7386df3c04ff431,7a8c8cd956f5bf8be58461abbe9d040dda2414f7,c468d6b1c6aec8b9f2368cf38650bcef3051450d,b2fc02bc1ff581296f2e42c52c35c9b16a8a752c,2695821d0f1e0d41c667a4ffa32522ba08888508,8f952c444b2d71c69b03f13b3e5e305796ddb3b8,1/1/2012
01JAQ4XH6NNT1ZKFA7CF1VTSV8,43,98727eacb57a283244fc1bbbfb58e357f116df55,daa8d50b2d94ccbc1f0489ad31cc8ce7a61045d2,51003a9702a94d35a25b1f5c0b0e69c38a76d150,60dfa078e3ed1aeb3e857c9892bf873109c3d0ea,a7e41e9a2077473a7d8929ee1745d216837e3d45,fc8632aaa06f9c0a7fd32adf15584472ee4bf8cd,7/28/2013
01JAQ4XH6PCFT4J3SKPJNPZVRE,44,435a6da6f1c5dee8ca6064dc67863a7a797dc7ae,1f81fe02f4b37e0c7b79a9b1accd62b0b2d04b4e,77bf69e5760db0d7b40e73ea91c7b36a3ee5e152,256807e32092de43c5918c3be42d19dbda60d209,6deb702c890b7a8414067e63179827292ffddb86,7e342eb3494f03045f5212156031fd711412919a,12/21/2022
01JAQ4XH6P1WXD40RT4BCM90EK,45,aaa3efa205a36088ffc5203a828c01b138f35348,f4d438cedd59aabc93882c6dc94e7ceea77f1ced,5cd342a8866c10f5f94b68ec29f2b7688c26a92b,0a8c7792c2dc2409f71cbb2989fe4b38bbcfbc4a,cbf6928c0af94b442fdee284a322420d750a13ca,ac18f3a9f45837d7ce091624296f79d8383d8ffc,7/14/1967
01JAQ4XH6PCR435WE0ZKQE4PGZ,46,b131393f43761be053cc303d71a0deafd1522363,aabd51a9abea2c1475dc0ea04abc23b39710eadf,0e7a2eb2f34c65b09f8fee4c454cbd3f8cb79649,719451ab5e7087b8b3e7fac06046a2f9d4bbc88f,3b5eea313779aca088d36ff3c69b4f4d10ce929c,db7e04190938a655b58463875a1c314c1cfa5e92,8/7/2007
01JAQ4XH6QZ9CB44SQJXW8FNG4,47,94d1ce7aedb6292850daa991dd561043dad7b06e,35d7ec30b2c20bacbf82fd1fdfb9c1f2251bbfa2,aaaa7ab06cd62e7a39e44b832247ad932b0937bd,d8d4e8978ddcf2137d020864906ea07340022c2d,c951be3a3306fd3a7ab2ed66152c397d34b67274,0de67dcee5e5c9de5280f84b5bee277aaa039210,11/8/2021
01JAQ4XH6QWAHR6CS19YCR92RF,48,96543048382eb68f3386b67ce60f02a6a4b0443e,868dc0331965f546017031649678c7bab21cb371,25262402a940cc3522cefef112e865ce20d79963,9722a965385b859687552a6f99d00c4d8cecb36e,8314fd633551f4c62e3dbb8611e5c8f970697d0c,cde1cb6147f6647a432303dadc94a50706034e3a,3/4/1994
01JAQ4XH6RRCY2CT4JS3XBJDVH,49,5ec172eb511bad8fdd37bcde56e03040ff09aa06,f1dfd3e374d6fd78fbca5d0f5bc057e46368a768,dfb24c133e2041e215ddd088182756d7b8099baa,168d9aba3e93c59a6ec80652584b05915b351d16,b9eb991ca100e15a5cc9a5f8ad5174acb7f7e106,e011681818351d4e073562592b72738579e887d5,1/15/1980
01JAQ4XH6R1QJ4VWBXM1AXMK81,50,9db32e922ca4271b253a220584ef90ecaf0d6ed8,54ad9b2d2bf72716c23dfb4f0980b16c9409075e,a472577e72210de4386ea7008d9b85cb05b833f2,527e3f429dead442565804fe09baf3b4623dcac4,875bd58d80501e9373a8182cc253ccba598e6495,23eeb38a4fceff4ec481d7796cd0499b5db9884a,10/31/2005
01JAQ4XH6SFY5K4892Z9T4R027,51,f37cb595cea9ef240c4ab81de447d1a406222c24,0b9583ef12d2e032bbdc3d5e44a652d1a54f7498,7eed578c915b190ec7d3c6e564d44534bb13d6b5,08e795f0f0dd9be77cdc344f397fa15587af816f,dfa3ce2ab5cfd5cbd02a330086b3192260252776,dd7afba0545f09e0b46505e240e2f641539ce2d3,1/31/1967
01JAQ4XH6SW7GJMMECJZ3ED132,52,559a68173554d0440c9f9095c4a8d5229f064fec,d8d09c9eb7eb82f724be766066747ac26875ba77,9986fb15d99035f74597dfaa965c39d86c3e8ac1,c589d019268af9e165b8a2a9363817f866ffa6f7,d1902995c4f9002117c57ccbeeff56cc78dc7a3d,a6e4ea131735921a9254f4ed5de47ae1da725852,12/19/1990
01JAQ4XH6T0ZTEV7FB9WNJ02JW,53,5536bdf41dd253f6fcd14580dffd1b8bdd3ab4eb,96642cc93c4f0cefd96b72b997990a0499321243,4ed022df2b43223fb09e1d10733ebe593adeed06,00df72549c27f9e11b8c2d3bc75485b67879de2a,37aa70e6fb129d9f6585d3a5f3f380193b49d138,7c1d8a4961c91e099cd7dff126eead49b2086748,5/30/1993
01JAQ4XH6T0X1BH8VVN37CKJ14,54,66b7e18fe6762e19077e410711a9c5c966ebd7a1,3c13d333662b34b13ddf3cdb1302b960e085af55,62f598e98ddcf306d28766b2c069e6d4aac33cc3,5811f4b140409ea5906c31952ea3cc1b8cf7c061,449df64113a5915f27d7cf6b0c66cc3eeff73cc5,12273b29eb9fad6ad3127ed7cd2b3bb91e2402b6,8/13/1976
01JAQ4XH6V89N16TR83KE52Q2Y,55,7b30157ac9c4131bed41b60ba9af1a2b1448041f,fd9292a89f6a0334fe5b1eb28b7a6663b5c6db73,ece1fee0247b50dd50592715e89e04c776bf0c12,a7b2cb16123af0c9b8a8ffcb9ab87b5ae939d54a,6fddc4cf3209ba79f0cc11d4c1d1061aecd8e61d,e13a804b443e09a2cdffba87068eb7611e15d3f4,10/21/2007
01JAQ4XH6V01D0AA05KH474HQT,56,8c67e3e3092371dea438977ea19e2a1b0a41f8f1,1fa51c72e5884e93e85bad9a9f8b55bbb36ad4cf,941ad5e418abf08f57d046bf10e66359aa553524,03860db76207afd74079a4e790e63ba387cdaf04,f436a588f31eac5ea62d1de5131ea75c15d56bd3,c14044317d00da948055a2bf7175db5161d0cd4a,1/4/1975
01JAQ4XH6WX7C15XSTN5A2ZNWB,57,352dd9c2505533312aac11f3b1a517af07f994bb,48ccaabcedef11fc3a5e2590b908fc3be02c316e,29a07a0306be21634d0c83679c378798f48bf668,e3986cea9d3a6cb7ab447993e48cd1d4154015e7,9cf11ba058c80d9b52551de74a9470ae82f65c00,76791b405d329795f18f8399cf084552f8054cff,5/1/2000
01JAQ4XH6WHFBJ2QJV6SBRR807,58,5ffd5ffe9b921e6323e00a78ec53fd19b3c1084c,6f4c0d4a1d5ca1719e9b0aecd88e55b1fc1afbb9,3a07853e10dc1ca812ae8e1a6ec5568fc9454381,a28aafa7a4ebcdfd69646e816ad23b7ec41c2b76,46f58db44b6685b82c1d67f0726791535410ac3b,2238a8718471a73235493022586d236e4a34d2e1,5/20/1982
01JAQ4XH6XDH0VYSV31X2V0PY1,59,9f5191ae7e9fc6eb5867b9158eb1ad4b53d04591,db58acc85b332dd1b102ccb4d64181d15dd477dc,77367cac1c22d9ebd064925fd4e55ec9e27e58f1,c61aa72c06017eef35e6a9f56be295b36cac49ca,298ee9f8bcdd3c7813d6a1a706b2ea3e91613e09,908bf119995be1e9e8366e7f0b177332f9b166c8,12/18/2005
01JAQ4XH6X535S81FYW0MYVSGW,60,e2d58a2d12994ff268e04ce8ed3db8f102350caf,8eb42f79c43078be10fd39a7e21a8fc95cd05304,9100c429db3e3f70090e2714dd65db7fc693a1d3,c41527a01285b50724af0edecfbcac84bd66c833,11ecc1b77ad30584e022d15a75c735da9a807756,4dfdd255e84366cde4abc05cffa083aff7a3ee74,3/17/1953
01JAQ4XH6XNN06FXFQV5DR96GX,61,0a6c31acd14e69998848989bda8d2dc152b2eea5,64ca2a38b848794a99645c690e8a088749a00bfb,45be91aadc4e03db974cbcfc3521a6173a8321d3,35bf5800632e5a582425e12a98135250d956a861,5c5d0aed9f505892008d4baac5894fa7a959fb19,78f3aa421dd0cb6ed2b312fc927f56af65e5fea7,11/19/1955
01JAQ4XH6YSV1D8YV52EEKGFN7,62,1ef412d79ef027c857788412265dee88fcb76988,b8bc54df5561e76571c8532f86c8027c45764dcc,e2386f90a9aef1e050cebe288ac93d3af7a934ae,1f2ecf700d7d00a8fceb72691850854f067d72d4,612064293faaa9e09d61d87ec0aa2bf295ea1ec7,88bab95030bb3cfc0fb3a2b46a4c24565552cc61,7/3/1971
01JAQ4XH6YBAHMXR7SP637QJCC,63,ed87a1a63f6727d4673ac21f2cb65edc0e9f34bd,abe165557e5fd546f7a5aa7686829ba63d1bae7b,3bf93cb46271b70981f06891d19df76a92919d2f,7b7e16c26ff048dd944517c21298ea14f747b1f7,e3d8548cbc2402eb947ed3170845735e30f11345,d76e3e8e118a64c1df65329987987d15dc2f5f6b,9/4/2018
01JAQ4XH6ZE2SA5YYTS3GCRMJD,64,0f8083b61b015a5e517276a8546702c8b526f6a4,1d773361906756c7d477f1aa132a1236ed0eef00,f12964a9920b7d5b4d2bc7471c68c48ac047131c,e5274562a7d0fe7a6a11ba108882ccf28070b343,c0ab43902de28e1db76155be23823ba49b8a202d,e0796d0473424a00df11b4e84862c8c437d7cc6a,11/18/2006
01JAQ4XH6ZY3J2M5N9GDN9GZG0,65,4a5b8b3bc123733e5da010d6f6a754b2ce2b249a,8f4f323184892c9a31d60a52435150c2c2d82f8c,0b0d72b34d06d2f272882c463ca260a41041b674,f19438750f743388108d594c5d9197cf30946fb4,8f541a776f73191975d65af9867a6411f24bef03,9c82bdf062d640fd08092128c91db7be12b17c68,9/17/1981
01JAQ4XH70179ERX15H3Q0VK9X,66,1b49b393ea6df069516c81bdeace8b59be000004,5315de6d8c06f92e66e607bbb0137ccfb7e6e31a,782c27db3bc1fa4ab62172de613d8ef3a3da3ed2,85d372bdb67468d5f2cee078571c650761b3847b,d71bbd7d4dceaa67ea42d1cf78177f686d01d745,33b6ef9725e1fc4c7a99c87cfe40878489a0046e,9/30/2017
01JAQ4XH70FSGSV78TNR41ARPH,67,4bebd8abb58e4efdb4ab76886b2ffa9651d42fd6,ad3ca79502a8f87bada150e37bea747d77dedab1,eb88f71a2b0e8346d9a22fd477e4fb4dee7457e2,24c5a053818b3063ea08917c16211712dd12a192,ea4020d661058057fb347e8d65325cb69a55e6be,7e7e426fc533b667d2ce84418183aeabd65ff0ca,10/23/1996
01JAQ4XH70A58XH091TJ05T66K,68,3eedbb273afce5c317f66cc3466ab9518c75d509,db7cc12b148b052ea2199d6cee1cfd87706375f8,897f0e0072a2e3b86acab0135ab9cc6ea3e6da8e,b23067f7f6d0b1173ddcf6863c10b03d201a82ee,b22702b646adfa4ddcefbd3d913b2ccef87cf1db,edd9424b74fa3571ed646b6770d619dc74eea2b1,10/25/2003
01JAQ4XH71DZR834CN95X1PH06,69,3a24fb8beea443d35df3b6c5dc645592fa76cd54,ceeb2ca3f1a706e5f587f51efc3ff0f29f83076b,ffd0da28873677fc35cad5cfb6680fd927830ab7,32c27c05e53bb85e82dcdecb6657e6dbce26125b,5eae1f22aecd67c01bd7eb7e57b4b909430d046a,468f0b2d19d5e8cc5bbf5ca49fbfe8a47d860c9a,9/10/2017
